data;orientacao;midia;tipo_midia;campanha;investimento;impressoes;cliques;visitas;pedidos
18/03/2025;conversao;midia1;tipo2;remarketing;6928,320332;561016;4052;1596;6
18/03/2025;conversao;midia1;tipo1;1p-2p;82493,64071;80934;14246;9567;470
18/03/2025;conversao;midia1;tipo1;3p;11095,92855;31105;2359;1800;72
18/03/2025;conversao;midia1;tipo1;exata;32786,50774;35649;8002;6105;225
18/03/2025;conversao;midia1;tipo1;portabilidade;7068,952745;5607;1725;1226;65
18/03/2025;conversao;midia1;tipo1;pos-black;1722,311778;1647;334;233;5
18/03/2025;conversao;midia1;tipo1;tim-controle;31033,16924;26542;5382;3723;339
18/03/2025;conversao;midia4;tipo2;purchase;3973,39;177606;5560;2141;108
18/03/2025;conversao;midia6;tipo3;catalogo;2209,389999;433172;1239;343;1
18/03/2025;conversao;midia6;tipo3;remarketing;3375;424714;1003;327;17
18/03/2025;conversao;midia7;tipo3;smart;2946,18;637525;1665;465;10
19/03/2025;afiliados;midia3;tipo2;afiliados;12766,8586;2257046;7986;3644;29
19/03/2025;consideracao;midia1;tipo7;ace-android;7036,969326;1757298;21589;;
19/03/2025;consideracao;midia1;tipo7;aci-android;2287,822616;326833;15598;;
19/03/2025;conversao;midia5;tipo2;pmax;689,98;2940;140;188;8
19/03/2025;conversao;midia5;tipo2;remarketing;1077,21;217887;3015;1431;5
19/03/2025;conversao;midia5;tipo1;1p-2p;1873,56;56717;503;214;4
19/03/2025;conversao;midia5;tipo1;exata;848,89;26407;351;378;8
19/03/2025;conversao;midia5;tipo1;pos-black;151,549999;6751;65;62;0
19/03/2025;conversao;midia2;tipo4;asc;32842,69;1850776;8827;3974;87
19/03/2025;conversao;midia2;tipo4;catalogo;39183,09;4448132;17781;15966;224
19/03/2025;conversao;midia2;tipo4;migracao;38973,79;3052628;11886;5130;240
19/03/2025;conversao;midia2;tipo4;remarketing;33726,39;3047045;11016;5680;214
19/03/2025;conversao;midia2;tipo5;whatsapp;4545,75;246267;1832;1040;
19/03/2025;conversao;midia1;tipo2;pmax;27164,6391;1056927;15655;7968;109
19/03/2025;conversao;midia1;tipo2;remarketing;6977,713799;581758;4071;1811;8
19/03/2025;conversao;midia1;tipo1;1p-2p;69009,94615;66361;11654;8063;463
19/03/2025;conversao;midia1;tipo1;3p;10373,51034;28148;2430;1921;56
19/03/2025;conversao;midia1;tipo1;exata;30044,45768;30753;7164;5299;173
19/03/2025;conversao;midia1;tipo1;portabilidade;6429,569753;4887;1605;1191;89
19/03/2025;conversao;midia1;tipo1;pos-black;1469,409005;1075;247;165;5
19/03/2025;conversao;midia1;tipo1;tim-controle;28151,85422;23508;4775;3272;326
19/03/2025;conversao;midia4;tipo2;purchase;4050,01;145167;4555;1702;120
19/03/2025;conversao;midia6;tipo3;catalogo;1710,61;281421;851;275;0
19/03/2025;conversao;midia6;tipo3;remarketing;3375;451664;1012;284;16
19/03/2025;conversao;midia7;tipo3;smart;2317,97;401153;1589;454;3
20/03/2025;afiliados;midia3;tipo2;afiliados;7280,4447;2304902;7343;4018;31
20/03/2025;consideracao;midia1;tipo7;ace-android;6801,851004;1856280;23920;;
20/03/2025;consideracao;midia1;tipo7;aci-android;2318,603031;327050;16285;;
20/03/2025;conversao;midia5;tipo2;pmax;686,28;5087;118;174;10
20/03/2025;conversao;midia5;tipo2;remarketing;353,85;81781;1042;539;0
20/03/2025;conversao;midia5;tipo1;1p-2p;1865,739999;107190;1099;596;22
20/03/2025;conversao;midia5;tipo1;exata;672,71;29026;351;406;2
20/03/2025;conversao;midia5;tipo1;pos-black;36,18;414;25;42;0
20/03/2025;conversao;midia2;tipo4;asc;28779,85;1548534;7218;3519;54
20/03/2025;conversao;midia2;tipo4;catalogo;35895,69;4483270;16992;16737;487
20/03/2025;conversao;midia2;tipo4;migracao;36147,83;2773670;11148;4905;197
20/03/2025;conversao;midia2;tipo4;remarketing;29090,38;2393662;10147;4931;177
20/03/2025;conversao;midia2;tipo5;display;291,01;20233;93;;
20/03/2025;conversao;midia2;tipo5;whatsapp;10786,34;587900;3140;734;
20/03/2025;conversao;midia1;tipo2;pmax;51817,59385;1700467;25565;9931;136
20/03/2025;conversao;midia1;tipo2;remarketing;5037,582476;367998;2342;1262;4
20/03/2025;conversao;midia1;tipo1;1p-2p;66781,87153;64326;11570;7761;437
20/03/2025;conversao;midia1;tipo1;3p;10042,09811;29124;2172;1744;60
20/03/2025;conversao;midia1;tipo1;exata;35732,78227;32325;7628;5884;163
20/03/2025;conversao;midia1;tipo1;portabilidade;6022,213707;4682;1579;1153;84
20/03/2025;conversao;midia1;tipo1;pos-black;1820,824886;1388;317;241;6
20/03/2025;conversao;midia1;tipo1;tim-controle;27882,59634;22354;4666;3203;236
20/03/2025;conversao;midia4;tipo2;purchase;3935,82;143725;4579;1895;103
20/03/2025;conversao;midia6;tipo3;catalogo;2599,86;425941;1305;432;5
20/03/2025;conversao;midia6;tipo3;remarketing;3375;403176;881;275;4
20/03/2025;conversao;midia7;tipo3;smart;3656,249999;598245;2126;557;6
21/03/2025;afiliados;midia3;tipo2;afiliados;7695,7311;2052945;7182;4137;19
21/03/2025;consideracao;midia1;tipo7;ace-android;4468,247916;971486;9213;;
21/03/2025;consideracao;midia1;tipo7;aci-android;1536,048451;202342;12920;;
21/03/2025;conversao;midia5;tipo2;pmax;1037,81;18258;238;358;8
21/03/2025;conversao;midia5;tipo1;1p-2p;1872,88;20172;911;1202;16
21/03/2025;conversao;midia5;tipo1;exata;652,01;30154;371;536;4
21/03/2025;conversao;midia5;tipo1;pos-black;27,4;405;17;22;0
21/03/2025;conversao;midia2;tipo4;asc;17785,87;981395;4403;2444;44
21/03/2025;conversao;midia2;tipo4;catalogo;28006,59;4091553;16636;4570;94
21/03/2025;conversao;midia2;tipo4;migracao;27548,02;2134495;13809;2476;31
21/03/2025;conversao;midia2;tipo4;remarketing;30192,89;2511937;10452;2317;36
21/03/2025;conversao;midia2;tipo5;display;118,88;7330;36;;
21/03/2025;conversao;midia2;tipo5;whatsapp;3735,1;169684;882;202;
21/03/2025;conversao;midia1;tipo2;pmax;52007,46561;3345845;32147;10563;98
21/03/2025;conversao;midia1;tipo2;remarketing;4732,672604;358637;2637;1337;6
21/03/2025;conversao;midia1;tipo1;1p-2p;62477,01666;59572;10803;7311;290
21/03/2025;conversao;midia1;tipo1;3p;10665,37919;26076;2455;1839;68
21/03/2025;conversao;midia1;tipo1;exata;30410,32145;27315;7182;5195;125
21/03/2025;conversao;midia1;tipo1;portabilidade;5806,079472;4529;1425;987;54
21/03/2025;conversao;midia1;tipo1;pos-black;2801,32086;1809;467;309;5
21/03/2025;conversao;midia1;tipo1;tim-controle;22816,03762;20053;4020;2810;162
21/03/2025;conversao;midia4;tipo2;purchase;2717;93716;2790;720;31
21/03/2025;conversao;midia6;tipo3;catalogo;884,339999;199575;559;166;1
21/03/2025;conversao;midia6;tipo3;remarketing;1150;136886;442;120;2
21/03/2025;conversao;midia7;tipo3;smart;862,68;144185;798;233;2
22/03/2025;afiliados;midia3;tipo2;afiliados;4927,4852;2451666;9396;5120;8
22/03/2025;consideracao;midia1;tipo7;ace-android;4681,898445;1135818;13522;;
22/03/2025;consideracao;midia1;tipo7;aci-android;1529,192637;197899;11137;;
22/03/2025;conversao;midia5;tipo2;pmax;1032,12;11558;177;233;6
22/03/2025;conversao;midia5;tipo1;1p-2p;948,399999;14182;507;664;54
22/03/2025;conversao;midia5;tipo1;exata;326,22;10243;177;276;6
22/03/2025;conversao;midia5;tipo1;pos-black;16,72;706;12;18;0
22/03/2025;conversao;midia2;tipo4;asc;11178,42;649104;2908;1743;39
22/03/2025;conversao;midia2;tipo4;catalogo;24787,58;4619891;18106;4050;92
22/03/2025;conversao;midia2;tipo4;migracao;22411,62;1783257;11870;2200;28
22/03/2025;conversao;midia2;tipo4;remarketing;22313,55;2037389;8496;1707;28
22/03/2025;conversao;midia2;tipo5;display;50,33;2058;19;;
22/03/2025;conversao;midia2;tipo5;whatsapp;2084,87;72791;541;178;
22/03/2025;conversao;midia1;tipo2;pmax;50095,38118;5289260;28399;5507;105
22/03/2025;conversao;midia1;tipo2;remarketing;4664,892199;371490;2569;1284;4
22/03/2025;conversao;midia1;tipo1;1p-2p;41694,78409;38532;7366;4969;218
22/03/2025;conversao;midia1;tipo1;3p;8585,110269;26358;1922;1483;63
22/03/2025;conversao;midia1;tipo1;exata;21491,65003;19068;5215;3696;85
22/03/2025;conversao;midia1;tipo1;portabilidade;4177,492964;3321;1060;750;41
22/03/2025;conversao;midia1;tipo1;pos-black;1963,722176;1709;390;234;6
22/03/2025;conversao;midia1;tipo1;tim-controle;21348,15062;17250;3637;2600;199
22/03/2025;conversao;midia4;tipo2;purchase;2590,55;65533;2610;1138;107
22/03/2025;conversao;midia6;tipo3;catalogo;878,6;246279;598;145;0
22/03/2025;conversao;midia6;tipo3;remarketing;1149,999999;184144;603;181;5
22/03/2025;conversao;midia7;tipo3;smart;634,02;95378;584;119;0
23/03/2025;afiliados;midia3;tipo2;afiliados;5651,0269;2696191;9715;5517;8
23/03/2025;consideracao;midia1;tipo7;ace-android;4661,272431;1444419;19403;;
23/03/2025;consideracao;midia1;tipo7;aci-android;1572,735201;219008;9293;;
23/03/2025;conversao;midia5;tipo2;pmax;1038,76;71092;374;332;0
23/03/2025;conversao;midia5;tipo1;1p-2p;434,429999;9452;282;360;8
23/03/2025;conversao;midia5;tipo1;exata;216,699999;7743;125;198;2
23/03/2025;conversao;midia5;tipo1;pos-black;44,57;3480;32;44;0
23/03/2025;conversao;midia2;tipo4;asc;13807,89;895017;3838;2114;64
23/03/2025;conversao;midia2;tipo4;catalogo;28969,84;7147089;26829;5660;94
23/03/2025;conversao;midia2;tipo4;migracao;27935,08;2571994;14178;3080;40
23/03/2025;conversao;midia2;tipo4;remarketing;27477,64;2590459;10303;2167;42
23/03/2025;conversao;midia2;tipo5;display;52,18;2225;23;;
23/03/2025;conversao;midia2;tipo5;whatsapp;2429,43;101630;689;225;
23/03/2025;conversao;midia1;tipo2;pmax;51494,68471;6353636;36111;5239;87
23/03/2025;conversao;midia1;tipo2;remarketing;4670,447252;395950;2739;1226;12
23/03/2025;conversao;midia1;tipo1;1p-2p;36205,43495;29127;6447;4367;197
23/03/2025;conversao;midia1;tipo1;3p;7930,764384;22847;1805;1353;42
23/03/2025;conversao;midia1;tipo1;exata;19434,60273;15279;4447;3125;87
23/03/2025;conversao;midia1;tipo1;portabilidade;3249,662043;2348;807;542;47
23/03/2025;conversao;midia1;tipo1;pos-black;1526,375807;1452;318;194;4
23/03/2025;conversao;midia1;tipo1;tim-controle;17995,52093;12440;2828;2456;329
23/03/2025;conversao;midia4;tipo2;purchase;2582,4;85983;3066;1188;99
23/03/2025;conversao;midia6;tipo3;catalogo;886,74;262717;752;184;1
23/03/2025;conversao;midia6;tipo3;remarketing;1150;233994;736;182;4
23/03/2025;conversao;midia7;tipo3;smart;232,299999;52907;285;40;0
24/03/2025;afiliados;midia3;tipo2;afiliados;8181,265798;3258513;11432;6391;19
24/03/2025;consideracao;midia1;tipo7;ace-android;4601,317891;1631789;20469;;
24/03/2025;consideracao;midia1;tipo7;aci-android;1559,184672;212041;13071;;
24/03/2025;conversao;midia5;tipo2;pmax;1027,58;7143;293;431;13
24/03/2025;conversao;midia5;tipo1;1p-2p;1879,74;20997;1074;1443;36
24/03/2025;conversao;midia5;tipo1;exata;691,979999;3198;399;719;12
24/03/2025;conversao;midia5;tipo1;pos-black;70,219999;11048;54;47;0
24/03/2025;conversao;midia2;tipo4;asc;13523,78;723705;3219;1876;42
24/03/2025;conversao;midia2;tipo4;catalogo;30649,95;7159592;24260;5197;86
24/03/2025;conversao;midia2;tipo4;migracao;29631,4;2430290;13860;2876;28
24/03/2025;conversao;midia2;tipo4;remarketing;30680,39;2734991;10378;2178;44
24/03/2025;conversao;midia2;tipo5;display;80,13;2275;24;;
24/03/2025;conversao;midia2;tipo5;whatsapp;1808,15;54876;438;195;
24/03/2025;conversao;midia1;tipo2;pmax;48205,10553;4551760;26917;6230;131
24/03/2025;conversao;midia1;tipo2;remarketing;4618,325422;387517;2359;1106;3
24/03/2025;conversao;midia1;tipo1;1p-2p;77325,54668;76086;12982;8516;275
24/03/2025;conversao;midia1;tipo1;3p;12619,70683;34758;2992;2333;76
24/03/2025;conversao;midia1;tipo1;exata;30448,7121;29925;7855;5806;140
24/03/2025;conversao;midia1;tipo1;portabilidade;6377,253086;4996;1679;1144;75
24/03/2025;conversao;midia1;tipo1;pos-black;1388,830093;1222;286;222;10
24/03/2025;conversao;midia1;tipo1;tim-controle;18877,59723;16104;3521;2483;120
24/03/2025;conversao;midia4;tipo2;purchase;2692,25;69600;2866;1431;110
24/03/2025;conversao;midia6;tipo3;catalogo;885,29;232163;680;184;0
24/03/2025;conversao;midia6;tipo3;remarketing;1150;185470;550;169;2
24/03/2025;conversao;midia7;tipo3;smart;845,82;261559;1016;204;1
25/03/2025;afiliados;midia3;tipo2;afiliados;9309,9545;3143256;10639;6062;19
25/03/2025;consideracao;midia1;tipo7;ace-android;4550,135189;1656589;20564;;
25/03/2025;consideracao;midia1;tipo7;aci-android;1538,391598;208025;12135;;
25/03/2025;conversao;midia5;tipo2;pmax;1030,67;8858;242;253;5
25/03/2025;conversao;midia5;tipo1;1p-2p;1867,47;26878;1016;868;15
25/03/2025;conversao;midia5;tipo1;exata;663,89;21728;374;381;7
25/03/2025;conversao;midia2;tipo4;asc;12454;514256;2612;1585;44
25/03/2025;conversao;midia2;tipo4;catalogo;31192,18;6682843;24182;5371;97
25/03/2025;conversao;midia2;tipo4;migracao;29074,07;1937110;14539;2726;25
25/03/2025;conversao;midia2;tipo4;remarketing;31777,94;2833591;10592;2263;53
25/03/2025;conversao;midia2;tipo5;display;110,27;3170;32;;
25/03/2025;conversao;midia2;tipo5;whatsapp;2407,619999;69036;531;207;
25/03/2025;conversao;midia1;tipo2;pmax;81113,19706;6350822;39798;9801;163
25/03/2025;conversao;midia1;tipo2;remarketing;7599,085156;698172;4234;1782;22
25/03/2025;conversao;midia1;tipo1;1p-2p;89546,97508;104050;14663;9889;320
25/03/2025;conversao;midia1;tipo1;3p;12318,82179;30539;2699;2103;75
25/03/2025;conversao;midia1;tipo1;exata;25775,99987;28249;7303;5283;126
25/03/2025;conversao;midia1;tipo1;portabilidade;5958,594263;5614;1588;1129;69
25/03/2025;conversao;midia1;tipo1;pos-black;1562,352926;1725;347;226;9
25/03/2025;conversao;midia1;tipo1;tim-controle;5266,324773;3518;1521;1452;178
25/03/2025;conversao;midia4;tipo2;purchase;2717;62765;2724;975;113
25/03/2025;conversao;midia6;tipo3;catalogo;483,27;112002;473;89;0
25/03/2025;conversao;midia6;tipo3;remarketing;1450;213762;584;195;6
25/03/2025;conversao;midia7;tipo3;smart;860,04;118928;713;219;3
26/03/2025;afiliados;midia3;tipo2;afiliados;6689,2916;2176290;7372;4679;40
26/03/2025;consideracao;midia1;tipo7;ace-android;3441,523299;1226020;17266;;
26/03/2025;consideracao;midia1;tipo7;aci-android;1514,638002;208928;11770;;
26/03/2025;conversao;midia5;tipo2;pmax;1035,69;138231;468;233;1
26/03/2025;conversao;midia5;tipo1;1p-2p;1874,629999;90139;1080;720;5
26/03/2025;conversao;midia5;tipo1;exata;766,7;32902;389;302;4
26/03/2025;conversao;midia2;tipo4;asc;17835,42;748754;3861;2168;48
26/03/2025;conversao;midia2;tipo4;catalogo;38813,18;7648929;29719;6454;84
26/03/2025;conversao;midia2;tipo4;migracao;39299,41;2770149;17301;2975;29
26/03/2025;conversao;midia2;tipo4;remarketing;37522,93;3275928;12938;2609;39
26/03/2025;conversao;midia2;tipo5;display;156,04;5147;51;;
26/03/2025;conversao;midia2;tipo5;whatsapp;2436,77;70600;615;245;
26/03/2025;conversao;midia1;tipo2;pmax;74578,21989;3614560;28191;10039;142
26/03/2025;conversao;midia1;tipo2;remarketing;7515,553244;635676;4357;2038;15
26/03/2025;conversao;midia1;tipo1;1p-2p;74830,15354;80038;13276;8803;298
26/03/2025;conversao;midia1;tipo1;3p;9740,103215;29141;2275;1733;43
26/03/2025;conversao;midia1;tipo1;exata;24332,49455;27739;7150;5241;139
26/03/2025;conversao;midia1;tipo1;portabilidade;5721,098973;5134;1563;1089;50
26/03/2025;conversao;midia1;tipo1;pos-black;1376,718097;1942;317;218;5
26/03/2025;conversao;midia1;tipo1;tim-controle;6086,550335;3517;1637;2172;400
26/03/2025;conversao;midia4;tipo2;purchase;8832,96;421362;17851;7545;166
26/03/2025;conversao;midia6;tipo3;catalogo;484,27;81255;458;111;0
26/03/2025;conversao;midia6;tipo3;remarketing;3450;514851;1110;272;8
26/03/2025;conversao;midia7;tipo3;smart;1135,609999;184884;783;186;0
27/03/2025;afiliados;midia3;tipo2;afiliados;10486,1466;2307546;7326;4634;59
27/03/2025;consideracao;midia1;tipo7;ace-android;4454,258282;1428094;19694;;
27/03/2025;consideracao;midia1;tipo7;aci-android;1520,11245;180476;11298;;
27/03/2025;conversao;midia5;tipo2;pmax;1046,5;80886;353;200;6
27/03/2025;conversao;midia5;tipo1;1p-2p;1869,099999;113812;1098;626;9
27/03/2025;conversao;midia5;tipo1;exata;721,78;28000;375;278;8
27/03/2025;conversao;midia2;tipo4;asc;19748,27;828073;4446;2447;59
27/03/2025;conversao;midia2;tipo4;catalogo;41312,83;6626819;30616;7105;111
27/03/2025;conversao;midia2;tipo4;migracao;41345,14;3108955;20614;3756;36
27/03/2025;conversao;midia2;tipo4;remarketing;37194,08;2963827;13352;2816;46
27/03/2025;conversao;midia2;tipo5;display;40,17;1344;6;;
27/03/2025;conversao;midia2;tipo5;whatsapp;2126,259999;69190;582;226;
27/03/2025;conversao;midia1;tipo2;pmax;76746,44273;3771910;29934;10591;150
27/03/2025;conversao;midia1;tipo2;remarketing;7615,734796;696266;4952;2270;19
27/03/2025;conversao;midia1;tipo1;1p-2p;80141,16745;82343;13895;9288;344
27/03/2025;conversao;midia1;tipo1;3p;9415,684592;28848;2189;1699;54
27/03/2025;conversao;midia1;tipo1;exata;21044,18668;25891;6834;4871;148
27/03/2025;conversao;midia1;tipo1;portabilidade;7482,70368;5796;1887;1223;60
27/03/2025;conversao;midia1;tipo1;pos-black;2176,373298;1493;363;229;10
27/03/2025;conversao;midia1;tipo1;tim-controle;5980,195941;3519;1634;1922;350
27/03/2025;conversao;midia4;tipo2;purchase;9025,17;325556;11704;3858;175
27/03/2025;conversao;midia6;tipo3;catalogo;484,95;67072;458;90;0
27/03/2025;conversao;midia6;tipo3;remarketing;3450;402138;1019;300;4
27/03/2025;conversao;midia7;tipo3;smart;2059,95;278682;1102;290;2
28/03/2025;afiliados;midia3;tipo2;afiliados;11309,6566;1812309;6218;3970;31
28/03/2025;consideracao;midia1;tipo7;ace-android;4611,782707;1453836;18484;;
28/03/2025;consideracao;midia1;tipo7;aci-android;1475,175142;170614;11128;;
28/03/2025;conversao;midia5;tipo2;pmax;851,92;4629;226;161;14
28/03/2025;conversao;midia5;tipo1;1p-2p;1867,25;128751;1196;678;8
28/03/2025;conversao;midia5;tipo1;exata;605,19;2374;308;257;3
28/03/2025;conversao;midia2;tipo4;asc;18818,27;829549;4507;2412;45
28/03/2025;conversao;midia2;tipo4;catalogo;41304,2;7714514;32037;7048;104
28/03/2025;conversao;midia2;tipo4;migracao;39026,28;3167803;19903;3831;32
28/03/2025;conversao;midia2;tipo4;remarketing;36675,33;2884672;12850;2688;36
28/03/2025;conversao;midia2;tipo5;whatsapp;2133,72;78141;554;187;
28/03/2025;conversao;midia1;tipo2;pmax;65427,32545;3996452;31631;11761;147
28/03/2025;conversao;midia1;tipo2;remarketing;7542,824191;791842;4999;2086;18
28/03/2025;conversao;midia1;tipo1;1p-2p;72214,93665;72163;12171;8009;336
28/03/2025;conversao;midia1;tipo1;3p;10014,22146;29817;2160;1637;53
28/03/2025;conversao;midia1;tipo1;exata;22048,5217;26410;6733;4912;137
28/03/2025;conversao;midia1;tipo1;portabilidade;6572,023092;4991;1545;1050;44
28/03/2025;conversao;midia1;tipo1;pos-black;2377,560075;1290;350;223;7
28/03/2025;conversao;midia1;tipo1;tim-controle;5631,379129;3157;1393;1063;122
28/03/2025;conversao;midia4;tipo2;purchase;8880,68;258213;8987;3044;124
28/03/2025;conversao;midia6;tipo3;catalogo;529,54;83576;379;96;2
28/03/2025;conversao;midia6;tipo3;remarketing;3450;439861;1051;198;2
28/03/2025;conversao;midia7;tipo3;smart;2300,07;317247;1194;300;2
29/03/2025;afiliados;midia3;tipo2;afiliados;6446,1726;1784108;6075;3836;19
29/03/2025;consideracao;midia1;tipo7;ace-android;5555,509303;1872344;25080;;
29/03/2025;consideracao;midia1;tipo7;aci-android;1465,146654;171003;10414;;
29/03/2025;conversao;midia5;tipo2;pmax;1004,01;1053;176;139;3
29/03/2025;conversao;midia5;tipo1;1p-2p;958,32;63466;667;365;4
29/03/2025;conversao;midia5;tipo1;exata;305,68;6797;169;135;2
29/03/2025;conversao;midia2;tipo4;asc;18143,27;1245996;6105;2171;45
29/03/2025;conversao;midia2;tipo4;catalogo;41174,75;8525368;35765;7191;98
29/03/2025;conversao;midia2;tipo4;migracao;31684,66;2509306;17385;3609;28
29/03/2025;conversao;midia2;tipo4;remarketing;31034,09;2344939;12503;2774;41
29/03/2025;conversao;midia2;tipo5;whatsapp;2501,57;88460;609;197;
29/03/2025;conversao;midia1;tipo2;pmax;67414,20332;5513237;42691;15590;143
29/03/2025;conversao;midia1;tipo2;remarketing;7435,911087;819764;5134;1917;12
29/03/2025;conversao;midia1;tipo1;1p-2p;59042,48837;53683;10168;6596;256
29/03/2025;conversao;midia1;tipo1;3p;9427,780225;24878;1862;1419;52
29/03/2025;conversao;midia1;tipo1;exata;17682,81939;18823;5179;3694;111
29/03/2025;conversao;midia1;tipo1;portabilidade;4563,900102;3593;1125;768;38
29/03/2025;conversao;midia1;tipo1;pos-black;1646,880848;1394;315;197;7
29/03/2025;conversao;midia1;tipo1;tim-controle;4161,318654;2494;1171;880;238
29/03/2025;conversao;midia4;tipo2;purchase;8759,42;224774;8298;2979;126
29/03/2025;conversao;midia6;tipo3;catalogo;432,97;77576;319;87;0
29/03/2025;conversao;midia6;tipo3;remarketing;3450;399993;1100;199;5
29/03/2025;conversao;midia7;tipo3;smart;2497,73;346189;1315;364;3
30/03/2025;afiliados;midia3;tipo2;afiliados;4030,419128;2050711;7531;4196;5
30/03/2025;consideracao;midia1;tipo7;ace-android;4731,330928;1536619;23180;;
30/03/2025;consideracao;midia1;tipo7;aci-android;1437,124006;179873;9435;;
30/03/2025;conversao;midia5;tipo2;pmax;1031,06;22490;254;150;5
30/03/2025;conversao;midia5;tipo1;1p-2p;779,57;58457;617;278;4
30/03/2025;conversao;midia5;tipo1;exata;274,18;5198;152;109;0
30/03/2025;conversao;midia2;tipo4;asc;21180,83;1560639;7794;3288;86
30/03/2025;conversao;midia2;tipo4;catalogo;44106,95;10762053;40663;7796;81
30/03/2025;conversao;midia2;tipo4;migracao;41430,58;3604516;25265;6027;41
30/03/2025;conversao;midia2;tipo4;remarketing;19858,08;1751765;9143;2450;38
30/03/2025;conversao;midia2;tipo5;whatsapp;2421,93;103904;679;209;
30/03/2025;conversao;midia1;tipo2;pmax;78591,81645;5820812;61876;19927;112
30/03/2025;conversao;midia1;tipo2;remarketing;7276,654861;786349;5691;2244;13
30/03/2025;conversao;midia1;tipo1;1p-2p;56720,31816;44882;9927;6382;268
30/03/2025;conversao;midia1;tipo1;3p;7853,275486;21133;1678;1287;32
30/03/2025;conversao;midia1;tipo1;exata;16970,95169;16540;4634;3269;80
30/03/2025;conversao;midia1;tipo1;portabilidade;4721,987618;3004;1047;713;57
30/03/2025;conversao;midia1;tipo1;pos-black;779,282968;707;171;96;4
30/03/2025;conversao;midia1;tipo1;tim-controle;4728,644617;2474;1160;763;233
30/03/2025;conversao;midia4;tipo2;purchase;8908,16;222350;8495;2960;118
30/03/2025;conversao;midia6;tipo3;catalogo;484,04;83145;396;69;0
30/03/2025;conversao;midia6;tipo3;remarketing;3450;428527;1045;186;2
30/03/2025;conversao;midia7;tipo3;smart;2004,959999;307634;1634;445;0
31/03/2025;afiliados;midia3;tipo2;afiliados;6284,609412;2607342;8312;5035;4
31/03/2025;consideracao;midia1;tipo7;ace-android;3644,496515;1079172;17829;;
31/03/2025;consideracao;midia1;tipo7;aci-android;1361,613261;142707;12318;;
31/03/2025;conversao;midia5;tipo2;pmax;1012,97;28640;374;246;3
31/03/2025;conversao;midia5;tipo1;1p-2p;1874,68;91028;1179;750;9
31/03/2025;conversao;midia5;tipo1;exata;910,57;4103;471;391;5
31/03/2025;conversao;midia2;tipo4;asc;21482,13;1095954;5802;3071;102
31/03/2025;conversao;midia2;tipo4;catalogo;44985,48;12268876;37632;6899;121
31/03/2025;conversao;midia2;tipo4;migracao;44572,74;3724406;27270;5850;44
31/03/2025;conversao;midia2;tipo4;remarketing;32778,34;2665177;13953;3695;95
31/03/2025;conversao;midia2;tipo5;whatsapp;2723,16;120052;694;254;
31/03/2025;conversao;midia1;tipo2;pmax;58882,0168;3192915;45419;16036;180
31/03/2025;conversao;midia1;tipo2;remarketing;6836,501202;590897;4568;2152;20
31/03/2025;conversao;midia1;tipo1;1p-2p;133508,4582;144745;21573;13571;429
31/03/2025;conversao;midia1;tipo1;3p;8951,735499;23954;2421;1914;51
31/03/2025;conversao;midia1;tipo1;exata;28965,81869;35076;9236;6662;148
31/03/2025;conversao;midia1;tipo1;portabilidade;8950,759516;6966;1999;1350;95
31/03/2025;conversao;midia1;tipo1;pos-black;1675,377376;1789;384;231;8
31/03/2025;conversao;midia1;tipo1;tim-controle;7441,930639;4464;2110;1464;114
31/03/2025;conversao;midia4;tipo2;purchase;8441,31;248684;9838;3723;139
31/03/2025;conversao;midia6;tipo3;catalogo;484,04;80847;238;69;0
31/03/2025;conversao;midia6;tipo3;remarketing;3450;412405;1031;189;3
31/03/2025;conversao;midia7;tipo3;smart;2001,81;210123;1459;445;4
01/04/2025;afiliados;midia3;tipo2;afiliados;7210,951452;3152329;9581;5464;10
01/04/2025;consideracao;midia1;tipo7;ace-android;5115,957762;1309962;22415;;
01/04/2025;consideracao;midia1;tipo7;aci-android;1548,608401;164124;14007;;
01/04/2025;conversao;midia5;tipo2;pmax;1032,34;5592;246;191;6
01/04/2025;conversao;midia5;tipo1;1p-2p;2070,239999;109693;1370;838;4
01/04/2025;conversao;midia5;tipo1;exata;927,48;2238;453;373;8
01/04/2025;conversao;midia2;tipo4;asc;19656,97;1036098;6255;3093;24
01/04/2025;conversao;midia2;tipo4;catalogo;47470,05;15569335;43575;7331;137
01/04/2025;conversao;midia2;tipo4;migracao;42439,21;3727065;29702;5556;49
01/04/2025;conversao;midia2;tipo4;remarketing;41847,1;3442120;19941;4419;85
01/04/2025;conversao;midia2;tipo5;whatsapp;2319,489999;104477;673;214;
01/04/2025;conversao;midia1;tipo2;pmax;68253,2475;3522324;54144;19707;229
01/04/2025;conversao;midia1;tipo2;remarketing;7603,360732;582147;4055;2059;13
01/04/2025;conversao;midia1;tipo1;1p-2p;98114,23712;86530;16936;11060;486
01/04/2025;conversao;midia1;tipo1;3p;10887,86019;30282;2633;1961;45
01/04/2025;conversao;midia1;tipo1;exata;30336,35797;34479;8978;6613;191
01/04/2025;conversao;midia1;tipo1;portabilidade;8541,311853;6484;2050;1287;46
01/04/2025;conversao;midia1;tipo1;pos-black;1824,365822;2018;364;228;5
01/04/2025;conversao;midia1;tipo1;tim-controle;7272,04272;4618;2043;1580;226
01/04/2025;conversao;midia4;tipo2;purchase;6198,16;212132;7482;2835;121
01/04/2025;conversao;midia6;tipo3;catalogo;337,189999;78211;405;53;0
